molecule_id,standardized_smiles,inchikey,scaffold,scaffold_split,random_split
ORHPKBJEHAMSFA-UHFFFAOYSA-N,COc1ccc(N2CCOCC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,ORHPKBJEHAMSFA-UHFFFAOYSA-N,c1cc(Nc2nccc(-c3cnc4ccccn34)n2)cc(N2CCOCC2)c1,test,train
CSQOOKHGXFRBEQ-MHMLHYMTSA-N,C[C@@H]1CN(C(=O)[C@H]2CN(c3ccccn3)C[C@@H]2c2ccc(F)cc2F)C[C@H](C)[C@@]1(O)c1ccccc1,CSQOOKHGXFRBEQ-MHMLHYMTSA-N,O=C(C1CN(c2ccccn2)CC1c1ccccc1)N1CCC(c2ccccc2)CC1,train,train
BDWRIURLGQMQKO-UWUNEBHHSA-N,C=CCn1nc(NCC(=O)NC2CN([C@H]3CC[C@@H](C(=O)OCC)CC3)C2)c2cc(C(F)(F)F)ccc21,BDWRIURLGQMQKO-UWUNEBHHSA-N,O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCCCC2)C1,train,validation
YXOCOTDGBVGRJE-UHFFFAOYSA-N,CC(=O)N1CCN(c2cc(Nc3ncc(C#N)s3)ncn2)CC1,YXOCOTDGBVGRJE-UHFFFAOYSA-N,c1nc(Nc2nccs2)cc(N2CCNCC2)n1,train,train
FUNHEVBLXUQXLG-UHFFFAOYSA-N,CS(=O)(=O)Nc1ccc2ccc3ncc(-c4ccccc4)cc3c(=O)c2c1,FUNHEVBLXUQXLG-UHFFFAOYSA-N,O=c1c2ccccc2ccc2ncc(-c3ccccc3)cc12,test,test
LUOUAHMSQWXRMY-FQRUVTKNSA-N,Cn1cc([C@@]2(c3nn(C)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1,LUOUAHMSQWXRMY-FQRUVTKNSA-N,O=c1[nH]nc(C2(c3cn[nH]c3)NC(c3nc(-c4ccccn4)c[nH]3)Cc3c2[nH]c2ccccc32)o1,train,train
ABZWLBYXKLBEFX-KAYWLYCHSA-N,Cc1nc2ccccc2n1C1C[C@H]2CC[C@H](C1)N2CCC1(c2cccc(F)c2)CCN(C(=O)C2(C(=O)O)CCC2)CC1,ABZWLBYXKLBEFX-KAYWLYCHSA-N,O=C(C1CCC1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,train,validation
KVVCXQIQAOOKFF-UHFFFAOYSA-N,Cn1cc2c(OCC3CCN(CCc4ccc(CO)cc4)CC3)nc3ccccc3c2c1,KVVCXQIQAOOKFF-UHFFFAOYSA-N,c1ccc(CCN2CCC(COc3nc4ccccc4c4c[nH]cc34)CC2)cc1,train,validation
CBQODGRJHHJAEC-MDSHCDAHSA-N,Nc1ncnc2c1c(-c1cccc(OCC34CCC(CC3)O4)c1)cn2[C@H]1C[C@@H](CN2CC[S+]([O-])CC2)C1,CBQODGRJHHJAEC-MDSHCDAHSA-N,c1cc(OCC23CCC(CC2)O3)cc(-c2cn(C3CC(CN4CC[SH+]CC4)C3)c3ncncc23)c1,train,validation
NTBRVAZZXJHBGJ-UHFFFAOYSA-N,Clc1cccc(OC(c2cccnc2)C2CCNCC2)c1Cl,NTBRVAZZXJHBGJ-UHFFFAOYSA-N,c1ccc(OC(c2cccnc2)C2CCNCC2)cc1,train,validation
KTUFNOKKBVMGRW-UHFFFAOYSA-N,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,KTUFNOKKBVMGRW-UHFFFAOYSA-N,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(CN2CCNCC2)cc1,train,train
COOYCROLISYQFL-SKVJQKLOSA-N,Cc1nc2ccncc2n1C1C[C@H]2CC[C@H](C1)N2CC[C@H](NC(=O)c1ccc(S(C)(=O)=O)cc1)c1ccc(F)cc1,COOYCROLISYQFL-SKVJQKLOSA-N,O=C(NC(CCN1C2CCC1CC(n1cnc3ccncc31)C2)c1ccccc1)c1ccccc1,train,train
MFNXWKSZMSWLHM-JOCHJYFZSA-N,Cc1cn(-c2ccc(-c3cn([C@@H]4CCc5c(F)cccc5N(CC(F)(F)F)C4=O)nn3)cc2)cn1,MFNXWKSZMSWLHM-JOCHJYFZSA-N,O=C1Nc2ccccc2CCC1n1cc(-c2ccc(-n3ccnc3)cc2)nn1,train,train
KATDCUORFQOJBY-UHFFFAOYSA-N,CN(c1ccc(C23CNCC2C3)cc1)S(=O)(=O)c1ccccc1,KATDCUORFQOJBY-UHFFFAOYSA-N,O=S(=O)(Nc1ccc(C23CNCC2C3)cc1)c1ccccc1,test,test
GEYAXZBDDHIAPF-JIPZTSHUSA-N,N[C@@H]1CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C[C@H](N)[C@H]1O,GEYAXZBDDHIAPF-JIPZTSHUSA-N,c1ccc(-c2ccc3cnc(Nc4cnccc4N4CCCCC4)n3n2)cc1,train,train
IZCXWLUHLXSGCA-UHFFFAOYSA-N,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,IZCXWLUHLXSGCA-UHFFFAOYSA-N,O=C(c1ccncc1)N1CCC2(CCN(Cc3cccc4c3OCC4)CC2)CC1,train,test
ZPWJAKYMHMTBOP-UHFFFAOYSA-N,CCCCN(CC)CC#CCc1ccc(Cl)cc1,ZPWJAKYMHMTBOP-UHFFFAOYSA-N,c1ccccc1,train,train
DDCLWOGSNNHDJS-UHFFFAOYSA-N,OC(c1cccnc1)(c1cccnc1)C(c1ccccc1)N1CCNCC1,DDCLWOGSNNHDJS-UHFFFAOYSA-N,c1ccc(C(C(c2cccnc2)c2cccnc2)N2CCNCC2)cc1,train,train
VCJRZGBNXMAJCB-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CCc3ccc4oc(C(F)(F)C(F)(F)F)nc4c3CC2)n1C,VCJRZGBNXMAJCB-UHFFFAOYSA-N,c1ncc(-c2nnc(SCCCN3CCc4ccc5ocnc5c4CC3)[nH]2)o1,train,train
LOMZUAFMSBAHAU-HDJSIYSDSA-N,O[C@H]1CC[C@H](Nc2ccc3ncc(-c4cccc(OC(F)(F)F)c4)n3n2)CC1,LOMZUAFMSBAHAU-HDJSIYSDSA-N,c1ccc(-c2cnc3ccc(NC4CCCCC4)nn23)cc1,validation,train
LRLYLQHAQNEFGV-UHFFFAOYSA-N,CCc1cnc2c(N3CCN(C)CC3)nc(N)nc2c1,LRLYLQHAQNEFGV-UHFFFAOYSA-N,c1cnc2c(N3CCNCC3)ncnc2c1,train,train
RDFFJRALHWYQNP-UHFFFAOYSA-N,O=C(Nc1cc(Cl)ccc1Cl)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,RDFFJRALHWYQNP-UHFFFAOYSA-N,O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(OCCCN2CCCC2)cc1,validation,train
LRWYEPLNZNSEKG-XQAQDONZSA-N,N[C@H]1C[C@@H](N2Cc3nn4nccnc4c3C2)CO[C@@H]1c1cc(F)ccc1F,LRWYEPLNZNSEKG-XQAQDONZSA-N,c1ccc(C2CCC(N3Cc4nn5nccnc5c4C3)CO2)cc1,train,train
LCSARSYDEHXRBQ-UHFFFAOYSA-N,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(Cl)c3)C2)n1C,LCSARSYDEHXRBQ-UHFFFAOYSA-N,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,validation,train
HHQBGLFFTJIAEO-CTWZREHQSA-N,C[C@@H]1CCC[C@H](C)N1Cc1ccc2c(c1)CC[C@H](N1CCN(CCc3ccc(F)cc3)CC1=O)C2,HHQBGLFFTJIAEO-CTWZREHQSA-N,O=C1CN(CCc2ccccc2)CCN1C1CCc2cc(CN3CCCCC3)ccc2C1,train,test
YJAPXTJNXJHOJK-VWLOTQADSA-N,CN(C(=O)c1ccc(-c2ccc(F)cc2)nc1)[C@H]1CCc2cc(CN3CCNC(=O)C3)ccc2C1,YJAPXTJNXJHOJK-VWLOTQADSA-N,O=C1CN(Cc2ccc3c(c2)CCC(NC(=O)c2ccc(-c4ccccc4)nc2)C3)CCN1,validation,train
NHDILTZHICULAX-UHFFFAOYSA-N,Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5ccccc5)c4)CC3)cccc2n1,NHDILTZHICULAX-UHFFFAOYSA-N,O=C(Nc1cccc(CCN2CCN(c3cccc4ncccc34)CC2)c1)c1ccccc1,validation,validation
WIDBHTRKXQCNBH-UHFFFAOYSA-N,Cc1ncc(-c2nc(Nc3ccc(C(N)=O)c(F)c3)ncc2F)n1C(C)C,WIDBHTRKXQCNBH-UHFFFAOYSA-N,c1ccc(Nc2nccc(-c3cnc[nH]3)n2)cc1,train,train
CBBHGGGYBJMVTI-UHFFFAOYSA-N,Cc1ncc(-c2ccccc2CCNC(=O)c2ccc(OCCOCC(F)(F)F)nc2)cn1,CBBHGGGYBJMVTI-UHFFFAOYSA-N,O=C(NCCc1ccccc1-c1cncnc1)c1cccnc1,train,train
WGKJEPNCSMEMQS-UHFFFAOYSA-N,N#Cc1ccc(CN2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,WGKJEPNCSMEMQS-UHFFFAOYSA-N,c1ccc(CN2CCN(c3ccc4nncn4n3)CC2)cc1,test,train
MXIFHZFYLSUPNL-MUJYYYPQSA-N,Cn1c(=O)nc(N[C@H]2C[C@H]3CC[C@@H](C2)N3c2ccc3c(c2)OCO3)c2cc(Cl)ccc21,MXIFHZFYLSUPNL-MUJYYYPQSA-N,O=c1nc(NC2CC3CCC(C2)N3c2ccc3c(c2)OCO3)c2ccccc2[nH]1,train,test
QAERCTROONLUNY-UHFFFAOYSA-N,O=C(CNc1ncnc2ccc(C(F)(F)F)cc12)NC1CN(C2CCC(c3cccnc3)CC2)C1,QAERCTROONLUNY-UHFFFAOYSA-N,O=C(CNc1ncnc2ccccc12)NC1CN(C2CCC(c3cccnc3)CC2)C1,train,train
VKATYJICZYAKMY-GQCTYLIASA-N,O=C(/C=C/c1ccc2c(c1)CN(C(=O)c1cccnc1)C2)NO,VKATYJICZYAKMY-GQCTYLIASA-N,O=C(c1cccnc1)N1Cc2ccccc2C1,train,test
AKRVYESJGFQGPJ-UHFFFAOYSA-N,CCC(O)(c1cn(Cc2ccc3c(-c4ccccc4)c(C(=O)O)sc3c2)nn1)C(F)(F)F,AKRVYESJGFQGPJ-UHFFFAOYSA-N,c1ccc(-c2csc3cc(Cn4ccnn4)ccc23)cc1,train,test
HOMRLSWXGFQYGM-UHFFFAOYSA-N,OC(c1ccnc(Cl)c1)(c1ccc2c(cnn2-c2ccc(F)cc2)c1)C(F)(F)F,HOMRLSWXGFQYGM-UHFFFAOYSA-N,c1ccc(-n2ncc3cc(Cc4ccncc4)ccc32)cc1,train,train
OCUGVNIZKXOPTO-VQHVLOKHSA-N,Cc1[nH]c2ccccc2c1CCN1CCc2cc(/C=C/C(=O)NO)ccc2C1,OCUGVNIZKXOPTO-VQHVLOKHSA-N,c1ccc2c(c1)CCN(CCc1c[nH]c3ccccc13)C2,train,train
YIDUAHHKCUXUPG-UHFFFAOYSA-N,CCCOCCn1c(=O)c(N2CCN(CC)CC2)nc2cnc(-c3ccc(OC)nc3)cc21,YIDUAHHKCUXUPG-UHFFFAOYSA-N,O=c1[nH]c2cc(-c3cccnc3)ncc2nc1N1CCNCC1,train,train
DNHRQMMBAAKVNY-FIRIVFDPSA-N,COC(=O)c1cccc(C(=O)N2CCC(CCN3[C@@H]4CC[C@@H]3CC(n3c(C)nc5ccccc53)C4)(c3ccccc3)CC2)c1,DNHRQMMBAAKVNY-FIRIVFDPSA-N,O=C(c1ccccc1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,train,train
PAVYFSUMGRBRPZ-CVEARBPZSA-N,F[C@H]1CCNC[C@H]1c1c(-c2ccccc2)[nH]c2ccc(Cl)cc12,PAVYFSUMGRBRPZ-CVEARBPZSA-N,c1ccc(-c2[nH]c3ccccc3c2C2CCCNC2)cc1,train,train
HQGJCOXCZNLUFA-RHDGDCLCSA-N,O=C(CNc1noc2ccc(C(F)(F)F)cc12)NC1CN([C@H]2CC[C@H](c3ccc4c(c3)OCO4)CC2)C1,HQGJCOXCZNLUFA-RHDGDCLCSA-N,O=C(CNc1noc2ccccc12)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,train,train
GOHCTCOGYKAJLZ-UHFFFAOYSA-N,Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(OC(F)(F)F)cc1,GOHCTCOGYKAJLZ-UHFFFAOYSA-N,C(#Cc1cn(-c2ccccc2)cn1)c1ccncc1,test,validation
BKDPVDLFRZUFJD-UHFFFAOYSA-N,COc1ccc2ncc(F)c(C(=O)CC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,BKDPVDLFRZUFJD-UHFFFAOYSA-N,O=C1COc2ccc(CNC34CCC(CC(=O)c5ccnc6cccnc56)(CC3)OC4)nc2N1,validation,train
FJNWTDVVZNEGPW-UHFFFAOYSA-N,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(c3c[nH]c4ccccc34)CC2)C1,FJNWTDVVZNEGPW-UHFFFAOYSA-N,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3c[nH]c4ccccc34)CC2)C1,validation,validation
SCBFPLDUOJGCDI-RPLLCQBOSA-N,COc1ccc([C@H]2CN(CCCc3ccc(OC)c(OC)c3)C[C@@H]2CNC(=O)c2cccc(Cl)c2)cc1,SCBFPLDUOJGCDI-RPLLCQBOSA-N,O=C(NCC1CN(CCCc2ccccc2)CC1c1ccccc1)c1ccccc1,train,train
AWSNADYOKQXJRZ-BTNBVRMJSA-N,CN1CCC(c2nnc(SCCCN3CC[C@]4(C[C@@H]4c4ccc(C(F)(F)F)cc4)C3)n2C)CC1=O,AWSNADYOKQXJRZ-BTNBVRMJSA-N,O=C1CC(c2nnc(SCCCN3CCC4(CC4c4ccccc4)C3)[nH]2)CCN1,train,train
FHBBPFODBREWBF-UHFFFAOYSA-N,CC(C)(C)n1ncc2c1C(=O)CC1(CCN(C(=O)c3ccc4[nH]ncc4c3)CC1)C2,FHBBPFODBREWBF-UHFFFAOYSA-N,O=C1CC2(CCN(C(=O)c3ccc4[nH]ncc4c3)CC2)Cc2cn[nH]c21,train,validation
GIEKCIRAZIHHMU-VTYHHJSWSA-N,NC(=O)c1cccc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3CCCc2ccccc2)c1,GIEKCIRAZIHHMU-VTYHHJSWSA-N,c1ccc(CCCN2C3CCC2CC(Oc2ccccc2)C3)cc1,train,train
WMRILXQRQQISOP-SAIGFBBZSA-N,N#Cc1ccc([C@]2(O)CC[C@H](N3CC(NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,WMRILXQRQQISOP-SAIGFBBZSA-N,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3cccnc3)CC2)C1,test,train
DVMOXOIWYCBMCT-UHFFFAOYSA-N,CNc1nc(NCCCN(C)C)c2sc(-c3ccc(OC)nc3)cc2n1,DVMOXOIWYCBMCT-UHFFFAOYSA-N,c1cncc(-c2cc3ncncc3s2)c1,train,train
JBNYOYNYGNDXAC-RCSZBHJWSA-N,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NCc3cc4c(c(Cl)c3Cl)OCCO4)(CC1)CO2,JBNYOYNYGNDXAC-RCSZBHJWSA-N,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3ccc4c(c3)OCCO4)(CC1)CO2,train,train
KUWNDUYYSZHFCP-PQNGQFLHSA-N,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN([C@H]2CC[C@@](O)(c3cccnc3)CC2)C1,KUWNDUYYSZHFCP-PQNGQFLHSA-N,O=C(CNC(=O)c1ccccc1)NC1CCN(C2CCC(c3cccnc3)CC2)C1,train,train
YDJMKEIHCDSIFC-PPJWLVRDSA-N,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2nnn(CC(F)F)n2)CC1,YDJMKEIHCDSIFC-PPJWLVRDSA-N,O=C(c1ccc(CC2CCC(Cc3ccccc3)N2)cc1)N1CCN(Cc2nn[nH]n2)CC1,train,train
KBYDKOYJEQUBOE-NLFFAJNJSA-N,Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,KBYDKOYJEQUBOE-NLFFAJNJSA-N,c1ccc(C23CC2CN(CCCSc2nnc(-c4cnco4)[nH]2)C3)cc1,validation,test
HSPSGYMCTYNNSC-YGRLFVJLSA-N,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,HSPSGYMCTYNNSC-YGRLFVJLSA-N,c1ccc(Nc2ccn(C3CCCOC3)n2)cc1,test,train
ZORWRLBMDYGLHX-KBPBESRZSA-N,F[C@@H]1CNC[C@@H](c2c(-c3ccccc3)[nH]c3cccc(Cl)c23)C1,ZORWRLBMDYGLHX-KBPBESRZSA-N,c1ccc(-c2[nH]c3ccccc3c2C2CCCNC2)cc1,train,train
TWCHXZZYURJWPC-GVAUOCQISA-N,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)C[C@]12CC[C@@](NCc3cc4c(cn3)OCS4)(CC1)CO2,TWCHXZZYURJWPC-GVAUOCQISA-N,O=c1ccc2nccc3c2n1CC3CC12CCC(NCc3cc4c(cn3)OCS4)(CC1)CO2,train,train
YVSAVQPOWYNDSF-JXFKEZNVSA-N,Cc1c([C@@H]2CN3CCN(C(=O)Cc4cnc(-n5cnnn5)cn4)C[C@H]3CO2)ccc(F)c1C#N,YVSAVQPOWYNDSF-JXFKEZNVSA-N,O=C(Cc1cnc(-n2cnnn2)cn1)N1CCN2CC(c3ccccc3)OCC2C1,train,validation
USKZVJAZXRLUHK-UHFFFAOYSA-N,Cc1ccc2c(-c3nnc(SCCN4CCc5cc6nc(C)oc6c(Br)c5CC4)n3C)cccc2n1,USKZVJAZXRLUHK-UHFFFAOYSA-N,c1cc(-c2nnc(SCCN3CCc4cc5ncoc5cc4CC3)[nH]2)c2cccnc2c1,train,train
ALMMUBAXVULMLF-GOSISDBHSA-N,Cc1cc(Cl)nc(C)c1C(=O)NCC[C@@H](C)N1CCC(N(Cc2ccsc2)C(=O)CC#N)CC1,ALMMUBAXVULMLF-GOSISDBHSA-N,O=C(NCCCN1CCC(NCc2ccsc2)CC1)c1cccnc1,test,train
ZDJAHPMWNYHRRX-UHFFFAOYSA-N,Cc1cc(-n2cnnn2)ncc1CC(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1,ZDJAHPMWNYHRRX-UHFFFAOYSA-N,O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)nc4)CC3)ccc21,validation,test
ZIQPYQDHSBARGA-UHFFFAOYSA-N,C=C(N(C)Cc1ccc(-c2ccccc2)cc1)N1CCN(C(C)C)CC1,ZIQPYQDHSBARGA-UHFFFAOYSA-N,C=C(NCc1ccc(-c2ccccc2)cc1)N1CCNCC1,test,train
DHFPPSZIVXLVAG-MELADBBJSA-N,C[C@H](NCCC#N)[C@@H]1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OC[C@@H]4C)C1,DHFPPSZIVXLVAG-MELADBBJSA-N,O=c1ccn2c3c(c(N4CCCC4)ccc13)OCC2,validation,train
XNJZKWRGHNXPBD-UHFFFAOYSA-N,COc1ccc(C(C)NC(=O)Cc2ccc(C(C)(C)C)cc2)nc1,XNJZKWRGHNXPBD-UHFFFAOYSA-N,O=C(Cc1ccccc1)NCc1ccccn1,train,train
AENHFZZMNBETCL-UHFFFAOYSA-N,Cn1c(SCCCN2CC3CCN(c4cccc(C(F)(F)F)c4)C3C2)nnc1-c1cnccn1,AENHFZZMNBETCL-UHFFFAOYSA-N,c1ccc(N2CCC3CN(CCCSc4nnc(-c5cnccn5)[nH]4)CC32)cc1,train,train
RXQPWAXTLUQACC-AWEZNQCLSA-N,CNc1noc2c(-c3ccc4c(N5CCOC[C@@H]5C)nncc4c3)c(C)ccc12,RXQPWAXTLUQACC-AWEZNQCLSA-N,c1cc(-c2ccc3c(N4CCOCC4)nncc3c2)c2oncc2c1,test,validation
JNAZOMVWUGPITI-UHFFFAOYSA-N,CN(C)C(=O)C(C1CCC(c2ccc3ncnn3c2)CC1)C(N)C(=O)N1CCC(F)(F)C1,JNAZOMVWUGPITI-UHFFFAOYSA-N,O=C(CCC1CCC(c2ccc3ncnn3c2)CC1)N1CCCC1,train,train
ZKCFIHVGKYMOOL-OQIWPSSASA-N,O=C(CNC(=O)c1ccc(C(F)(F)F)cc1)NC1CN([C@H]2CC[C@H](c3ccc4c(c3)OCO4)CC2)C1,ZKCFIHVGKYMOOL-OQIWPSSASA-N,O=C(CNC(=O)c1ccccc1)NC1CN(C2CCC(c3ccc4c(c3)OCO4)CC2)C1,train,train
LHFRREYTABIJEO-QFIPXVFZSA-N,O=C(N[C@H]1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccno1,LHFRREYTABIJEO-QFIPXVFZSA-N,O=C(NC1CCc2ccc(CCN3CCN(c4nsc5ccccc45)CC3)cc21)c1ccno1,validation,train
BCSPALWWQLYRIR-CQSZACIVSA-N,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,BCSPALWWQLYRIR-CQSZACIVSA-N,c1nc2sc(-c3ccc4cc(CCN5CCCC5)ccc4n3)cn2n1,train,test
GTKCZSXHQIQSPL-SANMLTNESA-N,CC(=O)N1CCN(CCC[C@@]2(c3ccccc3)CC(c3cc(F)ccc3F)=NN2C(C)=O)CC1,GTKCZSXHQIQSPL-SANMLTNESA-N,c1ccc(C2=NNC(CCCN3CCNCC3)(c3ccccc3)C2)cc1,train,test
YFWICZORWGKFIF-UHFFFAOYSA-N,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(C)(C)C)n2C)CC3)no1,YFWICZORWGKFIF-UHFFFAOYSA-N,c1nnc(SCCCN2CCc3ccc(-c4ccon4)cc3CC2)[nH]1,test,train
WUWWZGBSJORNNV-UHFFFAOYSA-N,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCC(F)(F)CC1,WUWWZGBSJORNNV-UHFFFAOYSA-N,O=C(NCc1ccccc1)C1c2ccccc2C(=O)N1C1CCCCC1,validation,train
QLRFLWDQCDHLIV-SULHFSKZSA-N,O=c1ccc2ncc(F)c3c2n1C[C@@]3(O)CC12CCC(NC/C=C/c3ccccc3)(CC1)CO2,QLRFLWDQCDHLIV-SULHFSKZSA-N,O=c1ccc2nccc3c2n1CC3CC12CCC(NCC=Cc3ccccc3)(CC1)CO2,validation,train
UHNTXNSIJZQVSR-UHFFFAOYSA-N,O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccc(F)cc45)CC3)cc21,UHNTXNSIJZQVSR-UHFFFAOYSA-N,O=C1NCc2ccc(OCCCN3CCN(c4cccc5ccccc45)CC3)cc21,train,train
OLUONKODHNDKJM-HQRWHSCBSA-N,CCn1nc(Cc2ccc(C#N)cc2)cc1C1CCN(C[C@H]2CN([C@@H](C(=O)O)C(C)(C)C)C[C@@H]2c2cccc(F)c2)CC1,OLUONKODHNDKJM-HQRWHSCBSA-N,c1ccc(Cc2cc(C3CCN(CC4CNCC4c4ccccc4)CC3)[nH]n2)cc1,train,test
YDJNEXNYNQFHSZ-UHFFFAOYSA-N,CC(C)Oc1cc(C(C2=CNC(C(O)(C(F)(F)F)C(F)(F)F)S2)c2ccc[n+]([O-])c2)ccc1OC(F)F,YDJNEXNYNQFHSZ-UHFFFAOYSA-N,C1=C(C(c2ccccc2)c2ccc[nH+]c2)SCN1,train,train
SNIHPFWHOVWJTR-UHFFFAOYSA-N,CN1CCN(c2ccc(NC(=O)c3cc(N(C)Cc4ccc(C(F)(F)F)cc4)ncn3)cc2)CC1,SNIHPFWHOVWJTR-UHFFFAOYSA-N,O=C(Nc1ccc(N2CCNCC2)cc1)c1cc(NCc2ccccc2)ncn1,validation,test
JJLIADRRWNTBBL-UHFFFAOYSA-N,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccc(Cl)cc2s1,JJLIADRRWNTBBL-UHFFFAOYSA-N,O=S(=O)(NCCCCN1CCN(c2nsc3ccccc23)CC1)c1cc2ccccc2s1,train,test
WARUECLCXNMKJR-UHFFFAOYSA-N,Fc1ccccc1C(Cc1ccccc1OC(F)(F)F)N1CCNCC1,WARUECLCXNMKJR-UHFFFAOYSA-N,c1ccc(CC(c2ccccc2)N2CCNCC2)cc1,train,train
BZKHTWAGPLWPPO-LJAQVGFWSA-N,O=C(O)c1ccc(Sc2ccc(CN3CCC(N4C(=O)N(C5CCOCC5)C[C@H]4c4ccccc4)CC3)cn2)cc1,BZKHTWAGPLWPPO-LJAQVGFWSA-N,O=C1N(C2CCOCC2)CC(c2ccccc2)N1C1CCN(Cc2ccc(Sc3ccccc3)nc2)CC1,train,validation
OPXCVQLQSGYEGM-UHFFFAOYSA-N,COC1COCCC1NC1CCC(C(=O)N2CCN(c3ccnc(C(F)(F)F)c3)CC2)(C(C)C)C1,OPXCVQLQSGYEGM-UHFFFAOYSA-N,O=C(C1CCC(NC2CCOCC2)C1)N1CCN(c2ccncc2)CC1,test,train
PFWZDYSBLPIXBI-UHFFFAOYSA-N,CN(CCN1CCN(C2COOC2)C1=O)CC12CCC(CC1)C2(C)C,PFWZDYSBLPIXBI-UHFFFAOYSA-N,O=C1N(CCNCC23CCC(CC2)C3)CCN1C1COOC1,test,validation
WNDWJPYYIUKFOF-UHFFFAOYSA-N,Cc1nn(C2CCN(C(=O)CO)CC2)c(C)c1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,WNDWJPYYIUKFOF-UHFFFAOYSA-N,c1ccn2ncc(-c3ccnc(Nc4cnn(C5CCNCC5)c4)n3)c2c1,train,validation
NATLTWZVCBHRJN-LTGZKZEYSA-N,CCc1c(C)[nH]c2c1/C(=N/OC(=O)Nc1ccccc1)CCC2,NATLTWZVCBHRJN-LTGZKZEYSA-N,O=C(Nc1ccccc1)ON=C1CCCc2[nH]ccc21,train,validation
VWXSSZKDKLMIKA-UHFFFAOYSA-N,O=C(C1CC12CCN(C1CCOCC1)CC2)N1CCN(C2CCC2)CC1,VWXSSZKDKLMIKA-UHFFFAOYSA-N,O=C(C1CC12CCN(C1CCOCC1)CC2)N1CCN(C2CCC2)CC1,train,train
WHZHFIXHFVIZHI-UHFFFAOYSA-N,Cc1nc2ccccc2n1C1CC2CCC(C1)N2CCC1(c2ccccc2)CCN(C(=O)c2cccc(-c3noc(=S)[nH]3)c2)CC1,WHZHFIXHFVIZHI-UHFFFAOYSA-N,O=C(c1cccc(-c2noc(=S)[nH]2)c1)N1CCC(CCN2C3CCC2CC(n2cnc4ccccc42)C3)(c2ccccc2)CC1,train,train
NDBQYPUELRHJBZ-OCCSQVGLSA-N,C[C@@H]1CN(c2ccc3c(n2)NC(=O)CO3)[C@H](c2ccccc2)CO1,NDBQYPUELRHJBZ-OCCSQVGLSA-N,O=C1COc2ccc(N3CCOCC3c3ccccc3)nc2N1,train,validation
